Date;Time;CM_FI_INY02.DACA.PV;CM_FI_INY03.DACA.PV;CM_FI_INY08.DACA.PV;CM_FI_INY07.DACA.PV
6/4/22;5:00:00 PM;28816.89;5660.11;54532.95;9118.01
6/4/22;4:00:00 PM;28754.14;6728.76;56206.76;9061.79
6/4/22;3:00:00 PM;28634.21;7631.27;38518.38;9127.32
6/4/22;2:00:00 PM;21999.88;;45554.70;
6/4/22;1:00:00 PM;18250.66;;22796.80;
6/4/22;12:00:00 PM;18862.71;;11414.11;
6/4/22;11:00:00 AM;19360.72;;13609.42;
6/4/22;10:00:00 AM;19207.82;;28476.26;
6/4/22;9:00:00 AM;20353.24;;27754.01;
6/4/22;8:00:00 AM;19013.33;;34137.38;
6/4/22;7:00:00 AM;18677.02;;38791.69;
6/4/22;6:00:00 AM;18813.87;;38867.98;
6/4/22;5:00:00 AM;17839.72;;37231.41;
6/4/22;4:00:00 AM;17309.10;;36089.56;
6/4/22;3:00:00 AM;17801.08;;36823.75;
6/4/22;2:00:00 AM;18185.75;;33938.73;
6/4/22;1:00:00 AM;18262.64;;31993.49;
6/4/22;12:00:00 AM;18101.88;;31967.27;
6/3/22;11:00:00 PM;18183.32;;32111.88;
6/3/22;10:00:00 PM;18252.19;;32009.51;
6/3/22;9:00:00 PM;17375.53;;29410.97;
6/3/22;8:00:00 PM;17590.07;;17882.43;
6/3/22;7:00:00 PM;17282.76;;23510.62;
6/3/22;6:00:00 PM;16610.71;;34837.29;
6/3/22;5:00:00 PM;17320.95;;35978.82;
6/3/22;4:00:00 PM;17725.85;;36818.93;
6/3/22;3:00:00 PM;26424.05;;39029.46;
6/3/22;2:00:00 PM;30420.51;;38888.59;
6/3/22;1:00:00 PM;30318.88;;38660.81;
6/3/22;12:00:00 PM;29251.60;;37448.76;
6/3/22;11:00:00 AM;31267.24;;39712.24;
6/3/22;10:00:00 AM;31488.75;;39853.19;
6/3/22;9:00:00 AM;20848.42;;;
6/3/22;8:00:00 AM;860.81;;;
6/3/22;7:00:00 AM;850.36;;;
6/3/22;6:00:00 AM;795.31;;;
6/3/22;5:00:00 AM;752.41;;;
6/3/22;4:00:00 AM;745.38;;;
6/3/22;3:00:00 AM;740.72;;;
6/3/22;2:00:00 AM;732.40;;;
6/3/22;1:00:00 AM;723.82;;;
6/3/22;12:00:00 AM;801.18;;;
6/2/22;11:00:00 PM;802.24;;;
6/2/22;10:00:00 PM;799.41;;;
6/2/22;9:00:00 PM;842.95;;;
6/2/22;8:00:00 PM;856.21;;;
6/2/22;7:00:00 PM;869.25;;;
6/2/22;6:00:00 PM;882.53;;;
6/2/22;5:00:00 PM;878.48;;;
6/2/22;4:00:00 PM;;;;
6/2/22;3:00:00 PM;;;;
6/2/22;2:00:00 PM;;;;
6/2/22;1:00:00 PM;;;;
6/2/22;12:00:00 PM;;;;
6/2/22;11:00:00 AM;;;;
6/2/22;10:00:00 AM;;;;
6/2/22;9:00:00 AM;;;;
6/2/22;8:00:00 AM;;;;
6/2/22;7:00:00 AM;;;;
6/2/22;6:00:00 AM;;;;
6/2/22;5:00:00 AM;;;;
6/2/22;4:00:00 AM;;;;
6/2/22;3:00:00 AM;;;;
6/2/22;2:00:00 AM;;;;
6/2/22;1:00:00 AM;;;;
6/2/22;12:00:00 AM;;;;
6/1/22;11:00:00 PM;;;;
6/1/22;10:00:00 PM;;;;
6/1/22;9:00:00 PM;;;;
6/1/22;8:00:00 PM;;;;
6/1/22;7:00:00 PM;;;;
6/1/22;6:00:00 PM;;;;
6/1/22;5:00:00 PM;;;;
6/1/22;4:00:00 PM;;;;
6/1/22;3:00:00 PM;;;;
6/1/22;2:00:00 PM;;;;
6/1/22;1:00:00 PM;;;;
6/1/22;12:00:00 PM;;;;
6/1/22;11:00:00 AM;;;;
6/1/22;10:00:00 AM;;;;
6/1/22;9:00:00 AM;;;;
6/1/22;8:00:00 AM;;;;
6/1/22;7:00:00 AM;;;;
6/1/22;6:00:00 AM;;;;
6/1/22;5:00:00 AM;;;;
6/1/22;4:00:00 AM;;;;
6/1/22;3:00:00 AM;;;;
6/1/22;2:00:00 AM;;;;
6/1/22;1:00:00 AM;;;;
6/1/22;12:00:00 AM;;;;
5/31/2022;11:00:00 PM;;;;
5/31/2022;10:00:00 PM;;;;
5/31/2022;9:00:00 PM;;;;
5/31/2022;8:00:00 PM;;;;
5/31/2022;7:00:00 PM;;;;
5/31/2022;6:00:00 PM;;;;
5/31/2022;5:00:00 PM;;;;
5/31/2022;4:00:00 PM;;;;
5/31/2022;3:00:00 PM;;;;
5/31/2022;2:00:00 PM;;;;
5/31/2022;1:00:00 PM;;;;
5/31/2022;12:00:00 PM;;;;
5/31/2022;11:00:00 AM;;;;
5/31/2022;10:00:00 AM;;;;
5/31/2022;9:00:00 AM;;;;
5/31/2022;8:00:00 AM;;;;
5/31/2022;7:00:00 AM;;;;
5/31/2022;6:00:00 AM;;;;
5/31/2022;5:00:00 AM;;;;
5/31/2022;4:00:00 AM;;;;
5/31/2022;3:00:00 AM;;;;
5/31/2022;2:00:00 AM;;;;
5/31/2022;1:00:00 AM;;;;
5/31/2022;12:00:00 AM;;;;
5/30/2022;11:00:00 PM;;;;
5/30/2022;10:00:00 PM;;;;
5/30/2022;9:00:00 PM;;;;
5/30/2022;8:00:00 PM;;;;
5/30/2022;7:00:00 PM;;;;
5/30/2022;6:00:00 PM;;;;
5/30/2022;5:00:00 PM;;;;
5/30/2022;4:00:00 PM;;;;
